id_site_dep;id_site_dest;timest;type_donnee;est_cookie;est_visite;est_httpsecure;url_profondeur;req_profondeur;prefixe_dep;prefixe_dest;methode_html;reponse;no_cache;id_date;id_navigateur
google.com;google.com;1,44E+12;text/html;true;false;true;1;0;www.;www.;GET;302;true;20151009;1
google.com;google.com;1,44E+12;text/html;true;false;true;1;0;www.;www.;GET;302;true;20151009;1
google.com;google.com;1,44E+12;text/html;true;false;true;1;0;www.;www.;GET;302;true;20151009;1
facebook.com;facebook.com;1,44E+12;text/html;true;false;true;1;0;www.;www.;GET;200;false;20151009;1
facebook.com;akamaihd.net;1,44E+12;text/css;false;false;true;1;0;www.;fbstatic-a.;GET;200;true;20151009;1
facebook.com;akamaihd.net;1,44E+12;application/x-javascript;false;false;true;1;0;www.;fbstatic-a.;GET;200;true;20151009;1
akamaihd.net;akamaihd.net;1,44E+12;image/png;false;false;true;5;0;fbstatic-a.;fbstatic-a.;GET;200;true;20151009;1
akamaihd.net;akamaihd.net;1,44E+12;image/png;false;false;true;5;0;fbstatic-a.;fbstatic-a.;GET;200;true;20151009;1
facebook.com;fbcdn.net;1,44E+12;image/jpeg;false;false;true;1;0;www.;scontent-cdg2-1.xx.;GET;200;true;20151009;1
facebook.com;akamaihd.net;1,44E+12;application/x-javascript;false;false;true;1;0;www.;fbstatic-a.;GET;200;true;20151009;1
facebook.com;akamaihd.net;1,44E+12;application/x-javascript;false;false;true;1;0;www.;fbstatic-a.;GET;200;true;20151009;1
facebook.com;akamaihd.net;1,44E+12;text/css;false;false;true;1;0;www.;fbstatic-a.;GET;200;true;20151009;1
facebook.com;akamaihd.net;1,44E+12;text/css;false;false;true;1;0;www.;fbstatic-a.;GET;200;true;20151009;1
facebook.com;fbcdn.net;1,44E+12;image/jpeg;false;false;true;1;0;www.;scontent-cdg2-1.xx.;GET;200;true;20151009;1
facebook.com;akamaihd.net;1,44E+12;text/css;false;false;true;1;0;www.;fbstatic-a.;GET;200;true;20151009;1
facebook.com;facebook.com;1,44E+12;text/html;true;true;true;1;0;www.;www.;GET;200;false;20151009;1
facebook.com;fbcdn.net;1,44E+12;image/jpeg;false;false;true;1;0;www.;scontent-cdg2-1.xx.;GET;200;true;20151009;1
facebook.com;fbcdn.net;1,44E+12;image/jpeg;false;false;true;1;0;www.;scontent-cdg2-1.xx.;GET;200;true;20151009;1
facebook.com;facebook.com;1,44E+12;text/html;true;true;true;1;0;www.;www.;GET;200;false;20151009;1
akamaihd.net;akamaihd.net;1,44E+12;image/png;false;false;true;5;0;fbstatic-a.;fbstatic-a.;GET;200;true;20151009;1
facebook.com;fbcdn.net;1,44E+12;image/jpeg;false;false;true;1;0;www.;scontent-cdg2-1.xx.;GET;200;true;20151009;1
facebook.com;fbcdn.net;1,44E+12;image/jpeg;false;false;true;1;0;www.;scontent-cdg2-1.xx.;GET;200;true;20151009;1
facebook.com;akamaihd.net;1,44E+12;text/css;false;false;true;1;0;www.;fbstatic-a.;GET;200;true;20151009;1
akamaihd.net;akamaihd.net;1,44E+12;image/png;false;false;true;5;0;fbstatic-a.;fbstatic-a.;GET;200;true;20151009;1
facebook.com;akamaihd.net;1,44E+12;text/css;false;false;true;1;0;www.;fbstatic-a.;GET;200;true;20151009;1
facebook.com;fbcdn.net;1,44E+12;image/png;false;false;true;1;0;www.;scontent-cdg2-1.xx.;GET;200;true;20151009;1
facebook.com;fbcdn.net;1,44E+12;image/png;false;false;true;1;0;www.;scontent-cdg2-1.xx.;GET;200;true;20151009;1
facebook.com;fbcdn.net;1,44E+12;image/png;false;false;true;1;0;www.;scontent-cdg2-1.xx.;GET;200;true;20151009;1
facebook.com;fbcdn.net;1,44E+12;image/png;false;false;true;1;0;www.;scontent-cdg2-1.xx.;GET;200;true;20151009;1
facebook.com;fbcdn.net;1,44E+12;image/png;false;false;true;1;0;www.;scontent-cdg2-1.xx.;GET;200;true;20151009;1
facebook.com;fbcdn.net;1,44E+12;image/png;false;false;true;1;0;www.;scontent-cdg2-1.xx.;GET;200;true;20151009;1
facebook.com;fbcdn.net;1,44E+12;image/png;false;false;true;1;0;www.;scontent-cdg2-1.xx.;GET;200;true;20151009;1
facebook.com;fbcdn.net;1,44E+12;image/png;false;false;true;1;0;www.;scontent-cdg2-1.xx.;GET;200;true;20151009;1
facebook.com;fbcdn.net;1,44E+12;image/png;false;false;true;1;0;www.;external-cdg2-1.xx.;GET;200;true;20151009;1
